version,last_updated_utc,check_id,title,category,platform,severity,description,logic,data_points,automatable,owner,status,notes,drive_pillar,drive_maturity_min,drive_weight,nist_csf_function,nist_csf_id,cis_v8_control,cis_m365_benchmark,iso_27001_annex,anssi_level,pingcastle_topic,tags
1.0.0,2025-09-29T11:17:12Z,AD-033,Admin accounts with SPN configured,Identity,Active Directory,High,"Admin SPNs expose high‑value tickets to Kerberoasting. If exploited, cracked hashes yield administrator passwords and immediate escalation.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1558.003 (Kerberoasting)
1.0.0,2025-09-29T11:17:12Z,AD-034,Admin accounts with unprivileged owners,Identity,Active Directory,High,"If non‑admins own admin accounts/objects, they can silently change permissions. If exploited, attackers maintain hidden control and undo security fixes.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-035,Admin accounts without adminCount=1,Identity,Active Directory,Medium,"Privileged accounts should inherit AdminSDHolder protections. If exploited, missing protections allow permission drift or malicious ACL changes on admin principals.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,R,2,0.05,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-036,Clear Text Password,Identity,Active Directory,High,"Passwords stored or transmitted in clear text are immediately readable. If exploited, attackers log in directly, impersonate users, and exfiltrate data without cracking.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.10.1,,,mitre:T1003 (OS Credential Dumping)
1.0.0,2025-09-29T11:17:12Z,AD-012,Constrained delegation with protocol transition (TRUSTED_TO_AUTH_FOR_DELEGATION),Identity,Active Directory,High,"Protocol transition allows a service to obtain Kerberos tickets without the user’s original TGT. If exploited, attackers misuse the service to impersonate users to back-end systems, including admins.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,AC-6,6,,,,,mitre:T1550
1.0.0,2025-09-29T11:17:12Z,AD-003,Contractor accounts (employeeType=Contractor) without 'accountExpires',Identity,Active Directory,High,"Contractor accounts without an expiry date can outlive their business need. If exploited, former contractors (or attackers using their credentials) can continue logging in and accessing internal systems indefinitely.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,D,1,0.05,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-037,DES Encryption Only,Identity,Active Directory,High,"DES is obsolete and weak for Kerberos encryption. If exploited, attackers forge or crack tickets far faster, enabling impersonation and domain traversal.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,IA-5,4,,A.10.1,,,mitre:T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-002,Disabled accounts still members of groups,Identity,Active Directory,Medium,"Disabled users that remain in groups keep latent privileges that can reappear if the account is re-enabled or duplicated. If exploited, reactivation or cloning restores powerful access immediately, enabling privilege escalation without going through approvals.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,D,1,0.05,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-038,Disabled admin accounts present,Identity,Active Directory,Low,"Disabled admin accounts clutter directories and may be re‑enabled by mistake. If exploited, reactivation restores powerful access without scrutiny.","Exploitability: Low, Business Impact: Low",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-039,Disabled members in sensitive groups,Identity,Active Directory,Medium,"Disabled users left in admin groups retain latent privilege links. If exploited, re‑enablement or SID reuse instantly grants elevated access.","Exploitability: Low, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-009,Domain password policy too weak (length/history/lockout/complexity),Identity,Active Directory,High,"Weak password rules make credentials easy to guess or crack. If exploited, attackers gain initial footholds quickly and pivot using reused or predictable passwords.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,IA-5,5,,,,,
1.0.0,2025-09-29T11:17:12Z,AD-001,Enabled user accounts stale (no recent lastLogonTimestamp),Identity,Active Directory,Medium,"Enabled accounts that haven’t logged in recently are often forgotten and unmonitored. If exploited, attackers can take over these dormant accounts to bypass detection and move laterally with valid credentials.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,R,2,0.05,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-030,External/forest trusts without SID filtering (SIDHistory allowed),Identity,Active Directory,High,"Trusts that accept SIDHistory can be abused to inject extra privileges across forests. If exploited, attackers forge SIDs to gain admin rights in the trusting domain.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,AC-3,6,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-040,Foreign Security Principals in admin groups,Identity,Active Directory,Low,"External identities in admin groups rely on trust configurations you might not control. If exploited, attackers from partner/child forests can administer your environment.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-041,Guest account enabled,Identity,Active Directory,Low,"The built‑in Guest account bypasses normal onboarding and auditing. If exploited, anonymous or shared access can modify data and mask who did it.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-017,Indirect privileged access via nested groups,Identity,Active Directory,High,"Nested groups can hide who truly has admin rights. If exploited, attackers slip into privilege through a lower‑level group and gain powerful access that escapes simple reviews.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-2,5,,,,,"mitre:T1078, T1098"
1.0.0,2025-09-29T11:17:12Z,AD-042,Kerberos krbtgt account with old password,Identity,Active Directory,High,"Old krbtgt keys allow long‑lived ticket forgery. If exploited, attackers mint ‘Golden Tickets’ to persist with near‑invisibility.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.9.1,,,mitre:T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-043,Krbtgt account with Resource-Based Constrained Delegation,Identity,Active Directory,High,"Delegation settings touching krbtgt/DCs are extremely risky. If exploited, attackers impersonate users to core services and compromise the domain.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-008,krbtgt password age exceeds threshold,Identity,Active Directory,Critical,"The krbtgt account keys sign Kerberos tickets across the domain; they must be rotated regularly. If exploited, stolen keys allow ‘Golden Ticket’ creation, granting unlimited, stealthy domain access.","Exploitability: Medium, Business Impact: High",Score Deduction: 5,true,DRIVE-Team,active,,R,2,0.25,PROTECT,IA-5,5,,,,,"mitre:T1550, T1558"
1.0.0,2025-09-29T11:17:12Z,AD-044,LM Hash,Identity,Active Directory,High,"LM hashes are trivial to crack with modern hardware. If exploited, attackers quickly recover passwords and reuse them across systems.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,IA-5,4,,A.10.1,,,mitre:T1550.002 (Pass-the-Hash)
1.0.0,2025-09-29T11:17:12Z,AD-029,MachineAccountQuota allows non‑admins to join computers (ms-DS-MachineAccountQuota > 0),Identity,Active Directory,High,"Allowing standard users to add machines to the domain can be abused to register rogue computers. If exploited, attackers create controlled hosts to request tickets and move laterally.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,AC-3,6,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-045,Non-admins in DNS Admins group,Identity,Active Directory,High,"DNSAdmins can load code into the DNS service on DCs, effectively becoming Domain Admin. If exploited, attackers execute arbitrary code and seize domain control.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-046,Objects created in past 7 days,Identity,Active Directory,Low,"A surge in new objects (users/computers) can signal staging or misconfiguration. If exploited, attackers hide backdoor accounts among legitimate changes and return later.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AU-2,8,,A.12.4,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-047,Objects with Constrained Delegation,Identity,Active Directory,High,"Delegation permits services to act on users’ behalf to specific targets. If exploited, attackers pivot through those services to impersonate users and reach sensitive systems.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-048,Old password (>180 days) in Sensitive Security Groups,Identity,Active Directory,High,"Aged privileged passwords increase exposure and reuse risk. If exploited, attackers leverage unchanged secrets to operate as admins.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-049,Oldest password in sensitive groups,Identity,Active Directory,Medium,"Tracking the oldest privileged password highlights worst‑case risk. If exploited, that one weak link can enable wide‑reaching compromise.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,R,2,0.05,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-050,Password expired,Identity,Active Directory,Low,"Expired passwords indicate lifecycle issues and potential account neglect. If exploited (e.g., via reset processes), attackers may socially engineer resets to take control.","Exploitability: Low, Business Impact: Low",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-051,Password never expires,Identity,Active Directory,High,"Perpetual passwords accumulate exposure and reuse. If exploited, attackers keep access for long periods without triggering rotations.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-052,Password not required,Identity,Active Directory,High,"Accounts allowed without passwords remove core authentication. If exploited, unauthorized users authenticate instantly as the account.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-053,Password not required in sensitive groups,Identity,Active Directory,High,"Admin accounts without required passwords are catastrophic. If exploited, attackers gain domain‑level access with no barrier.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-054,Passwords older than a year,Identity,Active Directory,Medium,"Very old passwords are likely known or reused. If exploited, attackers authenticate freely and blend in using valid credentials.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,IA-5,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-055,Passwords stored with reversible encryption,Identity,Active Directory,High,"Reversible storage means passwords can be recovered from directory data. If exploited, attackers steal cleartext credentials and reuse them widely.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,IA-5,4,,A.10.1,,,mitre:T1003 (OS Credential Dumping)
1.0.0,2025-09-29T11:17:12Z,AD-056,Pre-Windows 2000 Compatible Access group members,Identity,Active Directory,Medium,"This legacy group broadens read access for backward compatibility. If exploited, attackers enumerate sensitive objects and plan targeted attacks.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,4,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-021,Privileged accounts with 'Password never expires' set,Identity,Active Directory,High,"Non‑expiring admin passwords are high‑value, long‑lived targets. If exploited, attackers retain persistent, privileged access that evades normal password‑rotation defenses.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,IA-5,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-023,Privileged accounts with SIDHistory present,Identity,Active Directory,High,"SIDHistory preserves legacy privileges that may exceed current roles. If exploited, attackers replay historical SIDs to regain high-level access and evade least‑privilege controls.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-022,Privileged accounts without 'Smartcard required',Identity,Active Directory,High,"Admins without strong MFA are vulnerable to phishing and credential replay. If exploited, attackers use stolen passwords or hashes to operate with admin rights, deploy malware, or exfiltrate data.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,IA-2,6,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-016,"Privileged group membership too broad (e.g., Domain Admins, Enterprise Admins)",Identity,Active Directory,Critical,"Too many admins creates unnecessary blast radius and review burden. If exploited, compromise of any one admin yields full control, increasing the chance and impact of domain breach.","Exploitability: High, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,5,,,,,"mitre:T1078, T1098"
1.0.0,2025-09-29T11:17:12Z,AD-020,Privileged groups missing 'managedBy' owner,Identity,Active Directory,Medium,"Without an accountable owner, privileged groups drift and accumulate excess members. If exploited, over‑permissioned groups enable quick escalation and make cleanup slow and error‑prone.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,I,3,0.05,PROTECT,AC-2,5,,,,,
1.0.0,2025-09-29T11:17:12Z,AD-019,Privileged groups with foreign members (ForeignSecurityPrincipals),Identity,Active Directory,High,"Foreign members grant external identities admin access via trusts. If exploited, attackers from another forest/domain can administer your environment or bypass local controls.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-024,Privileged user accounts with Service Principal Names (SPNs) set,Identity,Active Directory,High,"Admin users with SPNs are prime Kerberoast targets. If exploited, cracked tickets yield admin passwords, enabling rapid domain‑wide compromise.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,AC-6,6,,,,,mitre:T1558.003
1.0.0,2025-09-29T11:17:12Z,AD-057,Recent logon by BUILTIN\Administrator,Identity,Active Directory,High,"Use of the built‑in Administrator signals backdoor or unsafe practices. If exploited, attackers operate under a well‑known, powerful identity that’s hard to trace to a person.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,AU-2,8,,A.12.4,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-058,Recently created admins,Identity,Active Directory,High,"New admin accounts require heightened scrutiny and approvals. If exploited, attackers create stealthy admins and retain access even after cleanup.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,AU-2,8,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AD-059,Resource-Based Constrained Delegation on a computer,Identity,Active Directory,High,"RBCD lets a computer designate who can act for it. If exploited, attackers impersonate users to that host’s services and escalate.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-014,Resource‑based constrained delegation (RBCD) grants to low‑priv principals,Identity,Active Directory,High,"RBCD allows a resource to specify who can act on its behalf; granting this to low-priv objects is dangerous. If exploited, attackers abuse RBCD to impersonate users to that resource and escalate.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,AC-6,6,,,,,mitre:T1550
1.0.0,2025-09-29T11:17:12Z,AD-013,Risky constrained delegation targets (msDS-AllowedToDelegateTo includes DC services),Identity,Active Directory,High,"Delegation to domain controller services (like CIFS/LDAP) is overly powerful. If exploited, attackers can impersonate admins directly to DCs, leading to domain takeover.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,5,0.15,PROTECT,AC-6,6,,,,,mitre:T1550
1.0.0,2025-09-29T11:17:12Z,AD-025,Service accounts (SPN set) with 'Password never expires',Identity,Active Directory,High,"Non‑expiring service secrets accumulate exposure over time. If exploited, attackers keep reusing the same credential to access critical applications and data.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,5,0.15,PROTECT,IA-5,5,,,,,mitre:T1558.003
1.0.0,2025-09-29T11:17:12Z,AD-027,Service accounts not marked 'Account is sensitive and cannot be delegated' (NOT_DELEGATED),Identity,Active Directory,High,"Sensitive service accounts should not be used for delegation. If exploited, attackers abuse delegation paths to impersonate users and expand access.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,5,0.15,PROTECT,AC-6,6,,,,,mitre:T1550
1.0.0,2025-09-29T11:17:12Z,AD-060,Service Accounts trusted for delegation,Identity,Active Directory,High,"Delegation‑trusted accounts can impersonate users to certain services. If exploited, attackers expand access paths and harvest sensitive data via impersonation.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-026,Service accounts with old 'pwdLastSet' (key age),Identity,Active Directory,High,"Aged service keys increase the chance they’ve leaked or been cracked. If exploited, attackers authenticate to services and pivot to databases, file shares, or code deployment systems.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,IA-5,5,,,,,mitre:T1558.003
1.0.0,2025-09-29T11:17:12Z,AD-015,Service accounts with SPN but no AES keys configured,Identity,Active Directory,High,"Service accounts lacking modern AES keys fall back to weaker crypto (e.g., RC4), easing Kerberoasting. If exploited, attackers crack service tickets offline and reuse the recovered password across systems.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,5,0.15,PROTECT,SC-13,3,,,,,mitre:T1558.003
1.0.0,2025-09-29T11:17:12Z,AD-011,Unconstrained delegation enabled (TRUSTED_FOR_DELEGATION),Identity,Active Directory,Critical,"Unconstrained delegation lets a service impersonate users broadly. If exploited, attackers controlling that service can capture TGTs and act as high‑privilege users anywhere in the domain.","Exploitability: High, Business Impact: High",Score Deduction: 5,true,DRIVE-Team,active,,I,3,0.25,PROTECT,AC-6,6,,,,,"mitre:T1558, T1550"
1.0.0,2025-09-29T11:17:12Z,AD-031,UPN suffix outside approved domains,Identity,Active Directory,Medium,"Unapproved UPN suffixes confuse identity checks and SSO routing. If exploited, attackers spoof identities or trick users into authenticating to look‑alike domains.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,R,2,0.05,PROTECT,AC-2,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-061,User accounts with SPN configured,Identity,Active Directory,High,"User SPNs expose tickets to Kerberoasting. If exploited, cracked hashes reveal the user’s password and any shared credentials.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,D,1,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1558.003 (Kerberoasting)
1.0.0,2025-09-29T11:17:12Z,AD-028,User SPNs on non‑service users (misuse of user accounts for services),Identity,Active Directory,Medium,"Running services as ordinary users creates risky SPNs tied to human credentials. If exploited, Kerberoasting or password reuse exposes both the service and the person’s other access.","Exploitability: Medium, Business Impact: High",Score Deduction: 1,true,DRIVE-Team,active,,R,2,0.05,PROTECT,AC-6,6,,,,,mitre:T1558.003
1.0.0,2025-09-29T11:17:12Z,AD-007,Users with 'Do not require Kerberos preauthentication' (DONT_REQUIRE_PREAUTH),Identity,Active Directory,High,"Skipping Kerberos preauthentication lets attackers request encrypted blobs that can be cracked offline. If exploited, it enables identity impersonation and further lateral movement using forged tickets.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,5,0.15,PROTECT,IA-2,6,,,,,mitre:T1558.004
1.0.0,2025-09-29T11:17:12Z,AD-010,Users with 'Password never expires' (DONT_EXPIRE_PASSWORD),Identity,Active Directory,High,"Never-expiring passwords turn into long-lived secrets that inevitably leak. If exploited, an old credential remains valid for months or years, enabling recurring unauthorized access.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,5,,,,,
1.0.0,2025-09-29T11:17:12Z,AD-005,Users with 'Password not required' (PASSWD_NOTREQD),Identity,Active Directory,High,"Accounts allowed to exist without a password eliminate a critical security barrier. If exploited, anyone can authenticate as that user, leading to immediate data exposure or privilege abuse.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,R,2,0.15,PROTECT,IA-5,5,,,,,mitre:T1078
1.0.0,2025-09-29T11:17:12Z,AD-006,Users with reversible encryption allowed (ENCRYPTED_TEXT_PWD_ALLOWED),Identity,Active Directory,High,"Reversible passwords are effectively stored in a recoverable form. If exploited, attackers can reconstruct cleartext passwords and reuse them across systems, accelerating compromise.","Exploitability: Medium, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,I,3,0.15,PROTECT,IA-5,5,,,,,
1.0.0,2025-09-29T11:17:12Z,AD-062,Users with Unconstrained Delegation,Identity,Active Directory,High,"Unconstrained delegation on users lets them capture TGTs presented to their services. If exploited, attackers impersonate high‑value users broadly.","Exploitability: High, Business Impact: High",Score Deduction: 3,true,DRIVE-Team,active,,E,4,0.15,PROTECT,AC-3,4,,A.9.1,,,mitre:T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket)
1.0.0,2025-09-29T11:17:12Z,AD-004,Users without manager/ownership metadata (no 'manager' attribute) in privileged groups,Identity,Active Directory,Medium,"Privileged users lacking a recorded manager/owner have weak accountability and unclear review responsibility. If exploited, risky access persists unnoticed, aiding insider threats and hampering incident response.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 1,true,DRIVE-Team,active,,E,4,0.05,PROTECT,AC-2,5,,,,,
1.0.0,2025-09-29T11:17:12Z,ES-004-EX,Inactive external recipient/guest still has access to sensitive mailbox data.,Identity,Exchange Online,Medium,"A guest who no longer engages still retains mailbox access. Dormant accounts are easy targets; if breached, attackers quietly read sensitive mail, pivoting to fraud (e.g., invoice/CEO fraud) and brand damage.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 6,true,DRIVE-Team,active,,E,5,0.3,PROTECT,AC-3,3,,A.9.1,,,"mitre:T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)"
1.0.0,2025-09-29T11:17:12Z,AC-001-EX,Inactive user (>90 days) still retains permissions to Exchange resources.,Identity,Exchange Online,Medium,"Former or dormant internal accounts still have email access. If those credentials are leaked or guessed, attackers can read mail, reset passwords, or impersonate staff, driving BEC (business email compromise) and data theft.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 6,true,DRIVE-Team,active,,E,5,0.3,PROTECT,AC-2,3,,A.9.1,,,mitre:T1078 (Valid Accounts)
1.0.0,2025-09-29T11:17:12Z,AC-001-OD,Inactive user (>90 days) still retains permissions to OneDrive resources.,Identity,OneDrive,Medium,"Personal OneDrive data for an inactive user remains accessible. If taken over, attackers can harvest documents or use the account as a hidden exfiltration path.","Exploitability: Medium, Business Impact: Medium",Score Deduction: 6,true,DRIVE-Team,active,,E,5,0.3,PROTECT,AC-2,3,,A.9.1,,,mitre:T1078 (Valid Accounts)
